Al,"20/08/2025"
 
Ticker dell'emittente,Nome,Settore,Asset Class,Valore di mercato,Ponderazione (%),Valore nozionale,Nominale,Prezzo,Area Geografica,Cambio,Valuta di mercato
"CDNS","CADENCE DESIGN SYSTEMS INC","IT","Azionario","140.521.805,55","0,12","140.521.805,55","406.779,00","345,45","Stati Uniti","NASDAQ","USD"
"CFR","COMPAGNIE FINANCIERE RICHEMONT SA","Consumi Discrezionali","Azionario","138.712.444,86","0,12","138.712.444,86","827.181,00","167,69","Svizzera","SIX Swiss Exchange","CHF"
"NKE","NIKE INC CLASS B","Consumi Discrezionali","Azionario","138.169.469,46","0,12","138.169.469,46","1.811.821,00","76,26","Stati Uniti","New York Stock Exchange Inc.","USD"
"ORLY","OREILLY AUTOMOTIVE INC","Consumi Discrezionali","Azionario","138.034.624,00","0,12","138.034.624,00","1.327.256,00","104,00","Stati Uniti","NASDAQ","USD"
"WM","WASTE MANAGEMENT INC","Industriali","Azionario","137.608.776,63","0,12","137.608.776,63","598.221,00","230,03","Stati Uniti","New York Stock Exchange Inc.","USD"
"CS","AXA SA","Finanziari","Azionario","137.155.806,97","0,12","137.155.806,97","2.715.287,00","50,51","Francia","Nyse Euronext - Euronext Paris","EUR"
"MCK","MCKESSON CORP","Salute","Azionario","137.022.688,32","0,12","137.022.688,32","194.928,00","702,94","Stati Uniti","New York Stock Exchange Inc.","USD"
"REL","RELX PLC","Industriali","Azionario","136.036.426,29","0,12","136.036.426,29","2.785.370,00","48,84","Regno unito","London Stock Exchange","GBP"
"BN","BROOKFIELD CORP CLASS A","Finanziari","Azionario","133.911.907,93","0,11","133.911.907,93","2.087.920,00","64,14","Canada","Toronto Stock Exchange","CAD"
"BP.","BP PLC","Energia","Azionario","132.220.320,87","0,11","132.220.320,87","23.427.370,00","5,64","Regno unito","London Stock Exchange","GBP"
"MUV2","MUENCHENER RUECKVERSICHERUNGS-GESE","Finanziari","Azionario","131.977.657,07","0,11","131.977.657,07","200.922,00","656,86","Germania","Xetra","EUR"
"SHW","SHERWIN WILLIAMS","Materiali","Azionario","131.430.337,22","0,11","131.430.337,22","357.994,00","367,13","Stati Uniti","New York Stock Exchange Inc.","USD"
"RCL","ROYAL CARIBBEAN GROUP LTD","Consumi Discrezionali","Azionario","129.719.027,68","0,11","129.719.027,68","394.139,00","329,12","Stati Uniti","New York Stock Exchange Inc.","USD"
"CVS","CVS HEALTH CORP","Salute","Azionario","129.300.606,48","0,11","129.300.606,48","1.825.764,00","70,82","Stati Uniti","New York Stock Exchange Inc.","USD"
"MSTR","STRATEGY INC CLASS A","IT","Azionario","128.993.081,49","0,11","128.993.081,49","374.577,00","344,37","Stati Uniti","NASDAQ","USD"
"DASH","DOORDASH INC CLASS A","Consumi Discrezionali","Azionario","128.342.215,42","0,11","128.342.215,42","526.381,00","243,82","Stati Uniti","NASDAQ","USD"
"6098","RECRUIT HOLDINGS LTD","Industriali","Azionario","128.161.297,96","0,11","128.161.297,96","2.099.600,00","61,04","Giappone","Tokyo Stock Exchange","JPY"
"7011","MITSUBISHI HEAVY INDUSTRIES LTD","Industriali","Azionario","127.938.385,44","0,11","127.938.385,44","4.919.420,00","26,01","Giappone","Tokyo Stock Exchange","JPY"
"MMM","3M","Industriali","Azionario","127.823.190,50","0,11","127.823.190,50","825.998,00","154,75","Stati Uniti","New York Stock Exchange Inc.","USD"
"KKR","KKR AND CO INC","Finanziari","Azionario","127.106.597,58","0,11","127.106.597,58","920.462,00","138,09","Stati Uniti","New York Stock Exchange Inc.","USD"
"CI","CIGNA","Salute","Azionario","126.994.725,48","0,11","126.994.725,48","416.964,00","304,57","Stati Uniti","New York Stock Exchange Inc.","USD"
"MCO","MOODYS CORP","Finanziari","Azionario","126.994.909,20","0,11","126.994.909,20","246.616,00","514,95","Stati Uniti","New York Stock Exchange Inc.","USD"
"MDLZ","MONDELEZ INTERNATIONAL INC CLASS A","Generi di largo consumo","Azionario","126.763.491,68","0,11","126.763.491,68","2.006.704,00","63,17","Stati Uniti","NASDAQ","USD"
"NOC","NORTHROP GRUMMAN CORP","Industriali","Azionario","126.289.827,82","0,11","126.289.827,82","213.133,00","592,54","Stati Uniti","New York Stock Exchange Inc.","USD"
"NAB","NATIONAL AUSTRALIA BANK LTD","Finanziari","Azionario","125.364.041,93","0,11","125.364.041,93","4.638.407,00","27,03","Australia","Asx - All Markets","AUD"
"WBC","WESTPAC BANKING CORPORATION CORP","Finanziari","Azionario","125.254.689,90","0,11","125.254.689,90","5.095.009,00","24,58","Australia","Asx - All Markets","AUD"
"PRX","PROSUS NV CLASS N","Consumi Discrezionali","Azionario","125.044.995,06","0,11","125.044.995,06","2.040.638,00","61,28","Paesi Bassi","Euronext Amsterdam","EUR"
"8766","TOKIO MARINE HOLDINGS INC","Finanziari","Azionario","123.596.786,94","0,10","123.596.786,94","2.803.816,00","44,08","Giappone","Tokyo Stock Exchange","JPY"
"RHM","RHEINMETALL AG","Industriali","Azionario","122.718.118,07","0,10","122.718.118,07","67.557,00","1.816,52","Germania","Xetra","EUR"
"GSK","GLAXOSMITHKLINE","Salute","Azionario","122.515.997,52","0,10","122.515.997,52","6.133.859,00","19,97","Regno unito","London Stock Exchange","GBP"
"BMO","BANK OF MONTREAL","Finanziari","Azionario","122.039.652,58","0,10","122.039.652,58","1.081.325,00","112,86","Canada","Toronto Stock Exchange","CAD"
"INGA","ING GROEP NV","Finanziari","Azionario","121.487.746,87","0,10","121.487.746,87","4.899.581,00","24,80","Paesi Bassi","Euronext Amsterdam","EUR"
"D05","DBS GROUP HOLDINGS LTD","Finanziari","Azionario","121.434.483,03","0,10","121.434.483,03","3.119.409,00","38,93","Singapore","Singapore Exchange","SGD"
"8411","MIZUHO FINANCIAL GROUP INC","Finanziari","Azionario","120.668.633,61","0,10","120.668.633,61","3.687.794,00","32,72","Giappone","Tokyo Stock Exchange","JPY"
"FI","FISERV INC","Finanziari","Azionario","120.266.648,28","0,10","120.266.648,28","859.293,00","139,96","Stati Uniti","New York Stock Exchange Inc.","USD"
"NEM","NEWMONT","Materiali","Azionario","119.212.266,00","0,10","119.212.266,00","1.727.714,00","69,00","Stati Uniti","New York Stock Exchange Inc.","USD"
"HCA","HCA HEALTHCARE INC","Salute","Azionario","118.146.196,30","0,10","118.146.196,30","288.035,00","410,18","Stati Uniti","New York Stock Exchange Inc.","USD"
"RMS","HERMES INTERNATIONAL","Consumi Discrezionali","Azionario","117.748.156,30","0,10","117.748.156,30","48.007,00","2.452,74","Francia","Nyse Euronext - Euronext Paris","EUR"
"PNC","PNC FINANCIAL SERVICES GROUP INC","Finanziari","Azionario","117.501.150,00","0,10","117.501.150,00","602.570,00","195,00","Stati Uniti","New York Stock Exchange Inc.","USD"
"CTAS","CINTAS CORP","Industriali","Azionario","117.468.310,19","0,10","117.468.310,19","542.003,00","216,73","Stati Uniti","NASDAQ","USD"
"AJG","ARTHUR J GALLAGHER","Finanziari","Azionario","117.420.385,68","0,10","117.420.385,68","387.987,00","302,64","Stati Uniti","New York Stock Exchange Inc.","USD"
"TDG","TRANSDIGM GROUP INC","Industriali","Azionario","117.328.542,32","0,10","117.328.542,32","83.677,00","1.402,16","Stati Uniti","New York Stock Exchange Inc.","USD"
"HOOD","ROBINHOOD MARKETS INC CLASS A","Finanziari","Azionario","116.641.612,58","0,10","116.641.612,58","1.107.287,00","105,34","Stati Uniti","NASDAQ","USD"
"ENEL","ENEL","Imprese di servizi di pubblica utilità","Azionario","116.502.108,59","0,10","116.502.108,59","12.335.187,00","9,44","Italia","Borsa Italiana","EUR"
"DG","VINCI SA","Industriali","Azionario","115.658.093,05","0,10","115.658.093,05","771.125,00","149,99","Francia","Nyse Euronext - Euronext Paris","EUR"
"MSI","MOTOROLA SOLUTIONS INC","IT","Azionario","115.329.624,93","0,10","115.329.624,93","249.561,00","462,13","Stati Uniti","New York Stock Exchange Inc.","USD"
"EQIX","EQUINIX REIT INC","Immobili","Azionario","115.193.673,10","0,10","115.193.673,10","148.390,00","776,29","Stati Uniti","NASDAQ","USD"
"CRH","CRH PUBLIC LIMITED PLC","Materiali","Azionario","113.951.979,02","0,10","113.951.979,02","1.028.726,00","110,77","Stati Uniti","New York Stock Exchange Inc.","USD"
"AON","AON PLC CLASS A","Finanziari","Azionario","112.155.494,00","0,09","112.155.494,00","299.881,00","374,00","Stati Uniti","New York Stock Exchange Inc.","USD"
"BARC","BARCLAYS PLC","Finanziari","Azionario","111.926.251,47","0,09","111.926.251,47","22.289.907,00","5,02","Regno unito","London Stock Exchange","GBP"
"BK","BANK OF NEW YORK MELLON CORP","Finanziari","Azionario","111.572.842,50","0,09","111.572.842,50","1.101.954,00","101,25","Stati Uniti","New York Stock Exchange Inc.","USD"
"8058","MITSUBISHI CORP","Industriali","Azionario","111.401.447,62","0,09","111.401.447,62","5.117.504,00","21,77","Giappone","Tokyo Stock Exchange","JPY"
"EMR","EMERSON ELECTRIC","Industriali","Azionario","110.949.432,06","0,09","110.949.432,06","847.654,00","130,89","Stati Uniti","New York Stock Exchange Inc.","USD"
"GD","GENERAL DYNAMICS CORP","Industriali","Azionario","110.730.356,92","0,09","110.730.356,92","348.779,00","317,48","Stati Uniti","New York Stock Exchange Inc.","USD"
"ITW","ILLINOIS TOOL INC","Industriali","Azionario","110.583.182,82","0,09","110.583.182,82","422.041,00","262,02","Stati Uniti","New York Stock Exchange Inc.","USD"
"6861","KEYENCE CORP","IT","Azionario","110.492.327,35","0,09","110.492.327,35","284.804,00","387,96","Giappone","Tokyo Stock Exchange","JPY"
"ENR","SIEMENS ENERGY N AG","Industriali","Azionario","110.041.816,97","0,09","110.041.816,97","1.028.239,00","107,02","Germania","Xetra","EUR"
"ECL","ECOLAB INC","Materiali","Azionario","109.941.348,28","0,09","109.941.348,28","385.124,00","285,47","Stati Uniti","New York Stock Exchange Inc.","USD"
"AZO","AUTOZONE INC","Consumi Discrezionali","Azionario","109.881.950,60","0,09","109.881.950,60","26.426,00","4.158,10","Stati Uniti","New York Stock Exchange Inc.","USD"
"JCI","JOHNSON CONTROLS INTERNATIONAL PLC","Industriali","Azionario","109.781.974,00","0,09","109.781.974,00","1.035.679,00","106,00","Stati Uniti","New York Stock Exchange Inc.","USD"
"USB","US BANCORP","Finanziari","Azionario","108.018.068,34","0,09","108.018.068,34","2.327.474,00","46,41","Stati Uniti","New York Stock Exchange Inc.","USD"
"ELV","ELEVANCE HEALTH INC","Salute","Azionario","106.837.470,00","0,09","106.837.470,00","344.637,00","310,00","Stati Uniti","New York Stock Exchange Inc.","USD"
"ZTS","ZOETIS INC CLASS A","Salute","Azionario","106.448.034,76","0,09","106.448.034,76","679.051,00","156,76","Stati Uniti","New York Stock Exchange Inc.","USD"
"CSX","CSX CORP","Industriali","Azionario","106.452.049,77","0,09","106.452.049,77","2.957.823,00","35,99","Stati Uniti","NASDAQ","USD"
"CP","CANADIAN PACIFIC KANSAS CITY LTD","Industriali","Azionario","104.917.258,85","0,09","104.917.258,85","1.410.379,00","74,39","Canada","Toronto Stock Exchange","CAD"
"AEM","AGNICO EAGLE MINES LTD","Materiali","Azionario","104.569.535,08","0,09","104.569.535,08","775.639,00","134,82","Canada","Toronto Stock Exchange","CAD"
"VST","VISTRA CORP","Imprese di servizi di pubblica utilità","Azionario","103.987.170,95","0,09","103.987.170,95","539.045,00","192,91","Stati Uniti","New York Stock Exchange Inc.","USD"
"BNS","BANK OF NOVA SCOTIA","Finanziari","Azionario","103.651.918,07","0,09","103.651.918,07","1.825.135,00","56,79","Canada","Toronto Stock Exchange","CAD"
"WMB","WILLIAMS INC","Energia","Azionario","103.623.588,96","0,09","103.623.588,96","1.810.968,00","57,22","Stati Uniti","New York Stock Exchange Inc.","USD"
"EOG","EOG RESOURCES INC","Energia","Azionario","102.662.505,00","0,09","102.662.505,00","867.375,00","118,36","Stati Uniti","New York Stock Exchange Inc.","USD"
"NG.","NATIONAL GRID PLC","Imprese di servizi di pubblica utilità","Azionario","102.630.426,35","0,09","102.630.426,35","7.182.922,00","14,29","Regno unito","London Stock Exchange","GBP"
"BA.","BAE SYSTEMS PLC","Industriali","Azionario","102.613.428,49","0,09","102.613.428,49","4.410.091,00","23,27","Regno unito","London Stock Exchange","GBP"
"8001","ITOCHU CORP","Industriali","Azionario","102.470.878,90","0,09","102.470.878,90","1.837.202,00","55,78","Giappone","Tokyo Stock Exchange","JPY"
"LLOY","LLOYDS BANKING GROUP PLC","Finanziari","Azionario","102.370.399,98","0,09","102.370.399,98","91.039.887,00","1,12","Regno unito","London Stock Exchange","GBP"
"SE","SEA ADS REPRESENTING LTD CLASS A","Comunicazione","Azionario","102.283.965,00","0,09","102.283.965,00","572.250,00","178,74","Singapore","New York Stock Exchange Inc.","USD"
"CSL","CSL LTD","Salute","Azionario","101.942.258,19","0,09","101.942.258,19","718.172,00","141,95","Australia","Asx - All Markets","AUD"
"RIO","RIO TINTO PLC","Materiali","Azionario","101.928.686,34","0,09","101.928.686,34","1.684.570,00","60,51","Regno unito","London Stock Exchange","GBP"
"CL","COLGATE-PALMOLIVE","Generi di largo consumo","Azionario","101.331.963,70","0,09","101.331.963,70","1.177.594,00","86,05","Stati Uniti","New York Stock Exchange Inc.","USD"
"DBK","DEUTSCHE BANK AG","Finanziari","Azionario","101.287.011,81","0,09","101.287.011,81","2.776.810,00","36,48","Germania","Xetra","EUR"
"CM","CANADIAN IMPERIAL BANK OF COMMERCE","Finanziari","Azionario","101.255.286,18","0,09","101.255.286,18","1.382.881,00","73,22","Canada","Toronto Stock Exchange","CAD"
"PYPL","PAYPAL HOLDINGS INC","Finanziari","Azionario","101.235.368,48","0,09","101.235.368,48","1.487.006,00","68,08","Stati Uniti","NASDAQ","USD"
"WES","WESFARMERS LTD","Consumi Discrezionali","Azionario","100.392.350,52","0,08","100.392.350,52","1.688.321,00","59,46","Australia","Asx - All Markets","AUD"
"HLT","HILTON WORLDWIDE HOLDINGS INC","Consumi Discrezionali","Azionario","99.397.962,30","0,08","99.397.962,30","368.277,00","269,90","Stati Uniti","New York Stock Exchange Inc.","USD"
"HWM","HOWMET AEROSPACE INC","Industriali","Azionario","98.320.794,08","0,08","98.320.794,08","571.832,00","171,94","Stati Uniti","New York Stock Exchange Inc.","USD"
"ANZ","ANZ GROUP HOLDINGS LTD","Finanziari","Azionario","97.158.602,54","0,08","97.158.602,54","4.522.307,00","21,48","Australia","Asx - All Markets","AUD"
"388","HONG KONG EXCHANGES AND CLEARING L","Finanziari","Azionario","96.507.512,71","0,08","96.507.512,71","1.708.907,00","56,47","Hong Kong","Hong Kong Exchanges And Clearing Ltd","HKD"
"8035","TOKYO ELECTRON LTD","IT","Azionario","96.445.744,90","0,08","96.445.744,90","677.540,00","142,35","Giappone","Tokyo Stock Exchange","JPY"
"NSC","NORFOLK SOUTHERN CORP","Industriali","Azionario","96.253.809,97","0,08","96.253.809,97","337.153,00","285,49","Stati Uniti","New York Stock Exchange Inc.","USD"
"APD","AIR PRODUCTS AND CHEMICALS INC","Materiali","Azionario","94.907.102,81","0,08","94.907.102,81","324.613,00","292,37","Stati Uniti","New York Stock Exchange Inc.","USD"
"REGN","REGENERON PHARMACEUTICALS INC","Salute","Azionario","94.325.196,00","0,08","94.325.196,00","159.600,00","591,01","Stati Uniti","NASDAQ","USD"
"TEL","TE CONNECTIVITY PLC","IT","Azionario","94.227.648,25","0,08","94.227.648,25","467.515,00","201,55","Stati Uniti","New York Stock Exchange Inc.","USD"
"ABI","ANHEUSER-BUSCH INBEV SA","Generi di largo consumo","Azionario","94.190.219,89","0,08","94.190.219,89","1.496.107,00","62,96","Belgio","Nyse Euronext - Euronext Brussels","EUR"
"CSU","CONSTELLATION SOFTWARE INC","IT","Azionario","94.156.755,15","0,08","94.156.755,15","29.928,00","3.146,11","Canada","Toronto Stock Exchange","CAD"
"MAR","MARRIOTT INTERNATIONAL INC CLASS A","Consumi Discrezionali","Azionario","94.009.320,43","0,08","94.009.320,43","356.731,00","263,53","Stati Uniti","NASDAQ","USD"
"DGE","DIAGEO PLC","Generi di largo consumo","Azionario","93.998.241,95","0,08","93.998.241,95","3.292.490,00","28,55","Regno unito","London Stock Exchange","GBP"
"SNOW","SNOWFLAKE INC","IT","Azionario","93.616.984,00","0,08","93.616.984,00","480.580,00","194,80","Stati Uniti","New York Stock Exchange Inc.","USD"
"CNQ","CANADIAN NATURAL RESOURCES LTD","Energia","Azionario","93.347.012,73","0,08","93.347.012,73","3.147.793,00","29,65","Canada","Toronto Stock Exchange","CAD"
"UPS","UNITED PARCEL SERVICE INC CLASS B","Industriali","Azionario","92.919.733,20","0,08","92.919.733,20","1.068.780,00","86,94","Stati Uniti","New York Stock Exchange Inc.","USD"
"ADSK","AUTODESK INC","IT","Azionario","92.596.256,19","0,08","92.596.256,19","320.813,00","288,63","Stati Uniti","NASDAQ","USD"
"9983","FAST RETAILING LTD","Consumi Discrezionali","Azionario","92.450.582,99","0,08","92.450.582,99","277.465,00","333,20","Giappone","Tokyo Stock Exchange","JPY"
"AEP","AMERICAN ELECTRIC POWER INC","Imprese di servizi di pubblica utilità","Azionario","92.192.494,05","0,08","92.192.494,05","811.911,00","113,55","Stati Uniti","NASDAQ","USD"
"MRVL","MARVELL TECHNOLOGY INC","IT","Azionario","92.017.308,30","0,08","92.017.308,30","1.292.015,00","71,22","Stati Uniti","NASDAQ","USD"
"COIN","COINBASE GLOBAL INC CLASS A","Finanziari","Azionario","91.874.946,87","0,08","91.874.946,87","301.833,00","304,39","Stati Uniti","NASDAQ","USD"
"LSEG","LONDON STOCK EXCHANGE GROUP PLC","Finanziari","Azionario","91.763.738,71","0,08","91.763.738,71","713.187,00","128,67","Regno unito","London Stock Exchange","GBP"
"TRV","TRAVELERS COMPANIES INC","Finanziari","Azionario","91.767.814,77","0,08","91.767.814,77","334.443,00","274,39","Stati Uniti","New York Stock Exchange Inc.","USD"
"RBLX","ROBLOX CORP CLASS A","Comunicazione","Azionario","90.663.215,95","0,08","90.663.215,95","765.155,00","118,49","Stati Uniti","New York Stock Exchange Inc.","USD"
"RACE","FERRARI NV","Consumi Discrezionali","Azionario","90.182.400,38","0,08","90.182.400,38","191.965,00","469,79","Italia","Borsa Italiana","EUR"
"TFC","TRUIST FINANCIAL CORP","Finanziari","Azionario","90.019.590,75","0,08","90.019.590,75","2.027.925,00","44,39","Stati Uniti","New York Stock Exchange Inc.","USD"
"BDX","BECTON DICKINSON","Salute","Azionario","89.350.960,80","0,08","89.350.960,80","448.549,00","199,20","Stati Uniti","New York Stock Exchange Inc.","USD"
"URI","UNITED RENTALS INC","Industriali","Azionario","89.320.302,93","0,08","89.320.302,93","99.039,00","901,87","Stati Uniti","New York Stock Exchange Inc.","USD"
"6857","ADVANTEST CORP","IT","Azionario","88.719.710,88","0,08","88.719.710,88","1.211.500,00","73,23","Giappone","Tokyo Stock Exchange","JPY"
"CPG","COMPASS GROUP PLC","Consumi Discrezionali","Azionario","88.517.184,15","0,07","88.517.184,15","2.501.892,00","35,38","Regno unito","London Stock Exchange","GBP"
"CMG","CHIPOTLE MEXICAN GRILL INC","Consumi Discrezionali","Azionario","87.885.584,03","0,07","87.885.584,03","2.040.529,00","43,07","Stati Uniti","New York Stock Exchange Inc.","USD"
"DB1","DEUTSCHE BOERSE AG","Finanziari","Azionario","87.783.200,22","0,07","87.783.200,22","289.709,00","303,01","Germania","Xetra","EUR"
"AFL","AFLAC INC","Finanziari","Azionario","87.770.823,40","0,07","87.770.823,40","813.446,00","107,90","Stati Uniti","New York Stock Exchange Inc.","USD"
"4063","SHIN ETSU CHEMICAL LTD","Materiali","Azionario","87.534.813,57","0,07","87.534.813,57","2.780.985,00","31,48","Giappone","Tokyo Stock Exchange","JPY"
"NET","CLOUDFLARE INC CLASS A","IT","Azionario","87.332.968,80","0,07","87.332.968,80","452.034,00","193,20","Stati Uniti","New York Stock Exchange Inc.","USD"
