isin,wkn,ticker,valor,name,inception_date,age_in_days,age_in_years,strategy,domicile_country,currency,hedged,securities_lending,dividends,ter,replication,size,is_sustainable,number_of_holdings,yesterday,last_week,last_month,last_three_months,last_six_months,last_year,last_three_years,last_five_years,2024,2023,2022,2021,last_dividends,last_year_dividends,last_year_volatility,last_three_years_volatility,last_five_years_volatility,last_year_return_per_risk,last_three_years_return_per_risk,last_five_years_return_per_risk,max_drawdown,last_year_max_drawdown,last_three_years_max_drawdown,last_five_years_max_drawdown
LU2082997789,LYX04K,INDU,52652057,Amundi STOXX Europe 600 Industrials UCITS ETF Dist,2024-06-20,243,0.6657534246575343,Long-only,Luxembourg,EUR,False,False,Distributing,0.3,Swap based Unfunded,12,False,,9.95,2.95,6.31,9.92,14.15,20.73,42.02,,15.37,23.75,-18.74,28.13,1.63,1.94,14.72,18.31,,1.4,0.68,,-31.02,-9.13,-21.67,
IE00087GRUR0,A40PU0,A01T,139092358,AXA IM US Treasury 0-1 Year UCITS ETF USD Acc,2024-10-10,131,0.3589041095890411,Long-only,Ireland,USD,False,False,Accumulating,0.07,Full replication,12,False,48,-0.21,-1.32,-1.32,2.21,,,,,,,,,,,,,,,,,-3.02,,,
IE00B5MTY309,A0RPR4,SC01,10407875,Invesco European Construction Sector UCITS ETF,2009-07-07,5705,15.63013698630137,Long-only,Ireland,EUR,False,False,Accumulating,0.2,Swap based Unfunded,12,False,,9.64,2.45,8.02,7.78,12.6,17.71,37.21,64.52,7.65,34.9,-18.39,33.52,,,14.12,18.72,22.69,1.25,0.59,0.46,-41.67,-9.2,-23.89,-41.67
IE000YDOORK7,DBX0R1,XFNT,120065322,Xtrackers MSCI Fintech Innovation UCITS ETF 1C,2022-07-12,952,2.6082191780821917,Long-only,Ireland,USD,False,True,Accumulating,0.3,Full replication,12,True,100,11.66,1.86,8.04,12.49,32.09,44.92,,,40.73,22.57,,,,,16.52,,,2.71,,,-19.48,-9.69,,
IE000WAKWCV7,A40JGA,JEBE,136802939,JPMorgan EUR Corporate Bond Research Enhanced Index (ESG) UCITS ETF EUR (dist),2024-10-15,126,0.3452054794520548,"Long-only, Active",Ireland,EUR,False,False,Distributing,0.04,Full replication,12,True,421,0.76,-0.18,1.04,1.12,,,,,,,,,,,,,,,,,-1.8,,,
LU2469335371,A3DKJ6,AMEG,118372973,Amundi Index MSCI Emerging Markets SRI PAB UCITS ETF DR GBP (D),2022-06-01,993,2.7205479452054795,Long-only,Luxembourg,GBP,False,False,Distributing,0.16,Full replication,12,True,172,2.99,-0.85,1.88,2.77,8.78,14.91,,,10.93,-1.58,,,2.0,2.25,13.38,,,1.11,,,-18.8,-9.2,,
IE000KLSD4Y8,A404WZ,WRDG,134436383,UBS ETF (IE) MSCI World UCITS ETF (hedged to GBP) A-dis,2024-04-24,300,0.821917808219178,Long-only,Ireland,GBP,True,True,Distributing,0.13,Full replication,12,False,1395,4.81,1.18,4.31,6.36,13.34,,,,,,,,,,,,,,,,-10.41,,,
DE000ETFL151,ETFL15,EL4P,,Deka iBoxx EUR Liquid Sovereign Diversified 7-10 UCITS ETF,2009-03-03,5831,15.975342465753425,Long-only,Germany,EUR,False,False,Distributing,0.15,Full replication,12,False,25,0.31,-0.62,0.96,0.36,0.95,3.68,-8.15,-12.9,1.24,8.91,-20.49,-2.99,2.15,2.18,5.2,8.47,7.19,0.71,-0.33,-0.38,-23.59,-3.8,-19.67,-23.59
IE000N6I8IU2,A40FFE,JEQA,138031088,JPMorgan Nasdaq Equity Premium Income Active UCITS ETF USD (acc),2024-10-29,112,0.30684931506849317,"Long-only, Active",Ireland,USD,False,False,Accumulating,0.35,Full replication,12,False,101,3.47,-0.47,0.95,8.65,,,,,,,,,,,,,,,,,-4.1,,,
LU1834983634,LYX01Y,LCHM,45472403,Amundi STOXX Europe 600 Basic Materials UCITS ETF Acc,2006-08-25,6752,18.4986301369863,Long-only,Luxembourg,EUR,False,False,Accumulating,0.3,Swap based Unfunded,12,False,,8.08,1.8,4.66,6.24,5.25,1.98,6.15,30.3,-9.17,16.58,-14.7,24.84,,,14.78,17.3,19.47,0.13,0.12,0.28,-47.72,-14.64,-18.57,-31.54
IE00B4LJS984,A1KX37,8PSC,12892370,Invesco Physical Palladium,2011-04-13,5060,13.863013698630137,Long-only,Ireland,USD,False,False,Accumulating,0.19,Physically backed,12,False,,6.51,-2.54,0.82,3.68,8.58,6.01,-55.57,-59.94,-13.76,-39.71,-1.71,-12.74,,,37.48,42.55,43.17,0.16,-0.56,-0.39,-72.05,-23.28,-72.05,-72.05
IE000CM02H85,A3C9A1,FLXT,115518407,Franklin FTSE Taiwan UCITS ETF ,2022-03-21,1065,2.9178082191780823,Long-only,Ireland,USD,False,False,Accumulating,0.19,Full replication,12,False,127,1.18,0.33,0.56,3.4,9.35,27.65,,,31.05,25.96,,,,,22.94,,,1.2,,,-28.41,-20.23,,
IE00BM9TSP27,A2QPTX,XSOE,113320792,WisdomTree Emerging Markets ex-State-Owned Enterprises UCITS ETF,2021-08-18,1280,3.506849315068493,Long-only,Ireland,USD,False,False,Accumulating,0.32,Full replication,12,True,685,2.51,-0.38,1.91,2.77,6.77,13.53,-1.19,,11.78,6.07,-20.04,,,,13.33,14.87,,1.01,-0.03,,-27.68,-10.01,-22.84,
IE0004KLW911,DBX0R0,XQUD,119535939,Xtrackers ESG USD Emerging Markets Bond Quality Weighted UCITS ETF 1C,2022-06-15,979,2.682191780821918,Long-only,Ireland,USD,False,False,Accumulating,0.45,Optimized sampling,12,True,314,1.11,-0.98,0.22,2.24,4.0,7.81,,,5.75,4.16,,,,,7.01,,,1.11,,,-11.83,-2.67,,
IE000FI414K7,A3DLEF,UKPH,118849223,iShares UK Property UCITS ETF EUR Hedged (Acc),2022-05-18,1007,2.758904109589041,Long-only,Ireland,EUR,True,True,Accumulating,0.42,Full replication,12,False,39,3.06,0.82,2.21,-2.63,-10.63,-4.64,,,-13.49,8.07,,,,,16.68,,,-0.28,,,-35.81,-21.61,,
IE000WXLHR76,A3ET83,TUCP,130231927,Tabula EUR Ultrashort IG Bond Paris-aligned Climate UCITS ETF EUR Acc,2023-09-29,508,1.3917808219178083,Long-only,Ireland,EUR,False,False,Accumulating,0.15,Sampling,12,True,,0.38,0.09,0.29,0.76,1.74,3.74,,,3.86,,,,,,0.59,,,6.31,,,-0.1,-0.1,,
IE000HARJEE2,A40KHW,CEB4,137035491,iShares Core FTSE 100 UCITS ETF EUR Hedged (Acc),2024-08-21,181,0.4958904109589041,Long-only,Ireland,EUR,True,True,Accumulating,0.1,Full replication,12,False,101,7.69,0.38,3.3,9.02,,,,,,,,,,,,,,,,,-4.34,,,
IE000N9MLVT1,DBX0TF,XECT,124309759,Xtrackers MSCI Europe Climate Transition UCITS ETF 1C,2023-01-31,749,2.052054794520548,Long-only,Ireland,EUR,False,False,Accumulating,0.12,Full replication,12,True,347,8.75,1.65,5.7,9.64,7.81,14.66,,,8.01,,,,,,10.43,,,1.4,,,-8.96,-6.83,,
DE000A0H08P6,A0H08P,EXH8,12980938,iShares STOXX Europe 600 Retail UCITS ETF (DE),2002-07-08,8261,22.632876712328766,Long-only,Germany,EUR,False,False,Distributing,0.46,Full replication,12,False,11,6.8,2.83,9.02,5.37,8.19,23.8,26.17,37.68,11.09,37.21,-30.86,13.16,2.42,2.93,16.25,22.25,22.56,1.46,0.36,0.29,-54.35,-13.99,-37.97,-48.57
LU1804202403,A2JKF5,UIQN,41495634,UBS ETF (LU) MSCI EMU Select Factor Mix UCITS ETF (EUR) A-acc,2018-06-27,2428,6.652054794520548,Long-only,Luxembourg,EUR,False,True,Accumulating,0.34,Full replication,12,False,555,9.89,2.81,6.23,10.86,10.95,15.74,27.88,42.45,8.33,18.09,-13.32,21.64,,,10.98,14.22,17.54,1.43,0.6,0.42,-36.96,-9.37,-19.18,-36.96
LU2408467723,A3C84K,CBS5,115441697,UBS ETF (LU) Bloomberg MSCI US Liquid Corporates 1-5 Year Sustainable UCITS ETF (USD) A-acc,2022-03-31,1055,2.8904109589041096,Long-only,Luxembourg,USD,False,False,Accumulating,0.2,Sampling,12,True,167,-0.17,-1.49,-1.16,2.15,6.54,8.48,,,11.19,2.19,,,,,6.56,,,1.29,,,-11.81,-2.47,,
LU2089238971,A2PWMQ,PRAG,51509344,Amundi Prime Global Government Bond UCITS ETF Acc,2020-01-15,1861,5.098630136986301,Long-only,Luxembourg,EUR,False,False,Accumulating,0.05,Sampling,12,False,1049,0.28,-1.03,0.28,1.17,2.36,4.36,-6.1,-11.62,2.84,1.15,-12.98,0.25,,,4.99,6.81,6.23,0.87,-0.3,-0.39,-20.75,-2.73,-17.02,-20.75
IE00B5MJYX09,A0RPR8,SC0S,10407820,Invesco European Industrials Sector UCITS ETF Acc,2009-07-08,5704,15.627397260273973,Long-only,Ireland,EUR,False,False,Accumulating,0.2,Swap based Unfunded,12,False,,12.47,5.31,8.49,13.21,17.46,23.89,45.7,72.39,15.53,24.17,-18.31,26.82,,,14.31,18.24,22.0,1.66,0.73,0.52,-41.77,-9.68,-21.83,-41.5
IE00BMVB5L14,A2P7TG,V20D,56192420,Vanguard LifeStrategy 20% Equity UCITS ETF Distributing,2020-12-08,1533,4.2,"Long-only, Active",Ireland,EUR,False,False,Distributing,0.25,Full replication,12,False,14545,1.45,0.04,1.31,1.71,2.53,7.02,0.8,,5.1,7.29,-15.68,2.49,3.22,3.34,4.01,5.59,,1.75,0.05,,-17.66,-2.86,-14.18,
IE000F37PGZ3,A3DJRJ,V3RF,118049938,Vanguard ESG EUR Corporate Bond UCITS ETF (EUR) Distributing,2022-11-15,826,2.263013698630137,Long-only,Ireland,EUR,False,False,Distributing,0.11,Sampling,12,True,1106,0.77,-0.13,1.22,1.22,3.08,6.4,,,4.61,8.12,,,3.45,3.55,3.23,,,1.97,,,-3.44,-1.65,,
IE00022VXYM7,A3DN5A,HFEX,,HSBC MSCI AC Far East ex Japan UCITS ETF USD (Dist),2022-07-12,952,2.6082191780821917,Long-only,Ireland,USD,False,True,Distributing,0.45,Full replication,12,False,898,6.67,1.9,6.19,8.59,16.96,26.79,,,18.85,-2.12,,,1.88,2.34,16.5,,,1.62,,,-21.21,-12.85,,
IE00052T92P8,A3DSTM,WELQ,121145143,Amundi S&P Global Utilities ESG UCITS ETF DR EUR (D),2022-09-20,882,2.4164383561643836,Long-only,Ireland,EUR,False,True,Distributing,0.18,Full replication,12,True,42,0.11,-0.28,-0.28,-1.64,2.44,15.37,,,10.61,1.49,,,3.35,3.74,11.51,,,1.33,,,-13.9,-7.72,,
IE00BN4Q0370,A2QNQJ,AW10,59784475,UBS ETF (IE) MSCI World Climate Paris Aligned UCITS ETF (USD) A-acc,2021-03-11,1440,3.9452054794520546,Long-only,Ireland,USD,False,False,Accumulating,0.15,Full replication,12,True,541,2.98,-0.3,0.82,5.06,13.07,22.03,44.15,,25.57,21.22,-16.74,,,,12.81,15.76,,1.71,0.82,,-19.58,-8.27,-16.22,
IE000P4KWPY3,A3EX85,SUUC,130591881,SPDR Bloomberg 0-3 Year Euro Corporate Bond UCITS ETF USD Hedged (Acc),2024-03-07,348,0.9534246575342465,Long-only,Ireland,USD,True,True,Accumulating,0.25,Sampling,12,False,1491,-0.2,-1.46,-1.08,2.33,8.24,,,,,,,,,,,,,,,,-2.94,,,
IE000K9Z3SF5,A3DDQ6,C3AE,115960858,Invesco S&P China A 300 Swap UCITS ETF Acc,2022-05-05,1020,2.7945205479452055,Long-only,Ireland,USD,False,False,Accumulating,0.35,Swap based Unfunded,12,False,,0.0,-0.21,2.59,0.0,22.68,23.64,,,22.68,-13.59,,,,,21.02,,,1.12,,,-34.25,-13.65,,
IE0005QL4147,A3C3CQ,UEDA,113741039,iShares USD Ultrashort Bond ESG UCITS ETF USD (Acc),2021-10-07,1230,3.3698630136986303,Long-only,Ireland,USD,False,False,Accumulating,0.09,Sampling,12,True,346,-0.18,-0.91,-1.81,1.69,7.74,7.95,22.85,,12.16,2.11,7.71,,,,6.87,8.39,,1.15,0.85,,-11.81,-3.3,-11.81,
GB00BMTP1733,A3GUN9,WMEG,113602541,WisdomTree Physical Crypto Mega Cap Equal Weight,2021-11-24,1182,3.2383561643835614,Long-only,Jersey,USD,False,False,Accumulating,0.4,Physically backed,12,False,,-11.12,-1.5,-15.77,-0.2,39.24,39.63,56.53,,93.02,117.05,-65.31,,,,54.1,55.1,,0.73,0.29,,-72.14,-34.82,-64.36,
LU1377381980,A2AL3Z,VLUS,32897485,BNP Paribas Easy ESG Low Volatility US UCITS ETF,2016-06-07,3178,8.706849315068494,Long-only,Luxembourg,EUR,False,False,Accumulating,0.32,Full replication,11,True,,1.75,-1.8,0.14,2.28,11.86,17.52,32.95,35.53,20.35,9.54,-9.99,26.6,,,12.03,14.73,19.11,1.45,0.68,0.33,-36.66,-6.28,-13.65,-36.66
IE00B8X9NX34,A1T861,6PSQ,20997304,First Trust Emerging Markets AlphaDEX UCITS ETF Acc,2013-04-09,4333,11.871232876712329,Long-only,Ireland,USD,False,False,Accumulating,0.8,Full replication,11,False,150,1.59,-0.55,1.87,4.31,4.51,6.11,7.04,13.08,10.48,6.71,-9.04,16.6,,,13.79,14.93,18.64,0.44,0.15,0.13,-40.26,-13.16,-17.63,-38.46
LU1324516720,A1439M,SBEMS,30553612,UBS ETF (LU) Bloomberg USD Emerging Markets Sovereign UCITS ETF (hedged to CHF) A-acc,2016-03-31,3246,8.893150684931507,Long-only,Luxembourg,CHF,True,False,Accumulating,0.28,Sampling,11,False,620,1.88,0.35,1.97,0.53,2.99,8.07,2.71,-3.89,1.92,13.11,-18.09,0.42,,,8.73,11.87,11.15,0.92,0.08,-0.07,-26.57,-4.81,-21.29,-26.57
IE00BYXYX745,A2DRG1,QDVV,36700284,iShares MSCI Europe Mid Cap UCITS ETF,2017-06-06,2814,7.7095890410958905,Long-only,Ireland,EUR,False,True,Distributing,0.15,Optimized sampling,11,False,227,8.81,2.72,6.43,10.05,12.17,18.28,19.67,33.94,9.44,14.33,-18.83,21.38,2.53,2.92,10.46,15.22,18.4,1.74,0.4,0.33,-38.11,-7.39,-22.48,-38.11
IE00BYXPXK00,A2DN91,IS07,36328130,iShares STOXX World Equity Multifactor UCITS ETF EUR Hedged (Acc),2017-04-21,2860,7.835616438356165,Long-only,Ireland,EUR,True,True,Accumulating,0.33,Optimized sampling,11,True,483,6.2,1.09,3.35,5.47,10.12,19.2,27.24,49.92,18.02,12.33,-15.77,21.68,,,12.37,16.15,18.73,1.55,0.52,0.45,-33.39,-8.65,-20.0,-33.39
IE0009SJ3GE3,A3DSS9,WELP,121145659,Amundi S&P Global Energy Carbon Reduced UCITS ETF DR EUR (D),2022-09-20,882,2.4164383561643836,Long-only,Ireland,EUR,False,True,Distributing,0.18,Full replication,11,True,22,4.8,-0.93,-3.56,0.88,8.53,15.55,,,10.17,-1.42,,,3.49,3.89,15.99,,,0.97,,,-16.23,-10.61,,
GB00BMTP1626,A3GUPA,WBLC,113603053,WisdomTree Physical Crypto Market,2021-11-18,1188,3.254794520547945,Long-only,Jersey,USD,False,False,Accumulating,0.7,Physically backed,11,False,,-8.31,-1.39,-17.58,7.26,53.83,48.3,56.29,,87.28,142.55,-70.3,,,,56.75,56.32,,0.85,0.28,,-76.23,-37.12,-68.24,
IE00BLCHJC08,A2QR33,BOTG,114925022,Global X Robotics & Artificial Intelligence UCITS ETF USD Distributing,2021-11-16,1190,3.26027397260274,Long-only,Ireland,USD,False,True,Distributing,0.5,Full replication,11,False,42,5.3,-1.85,1.58,6.56,16.61,16.8,24.75,,19.53,33.7,-38.85,,0.0,0.0,19.85,21.5,,0.84,0.36,,-59.64,-17.02,-31.36,
IE000V2GJJQ3,A3DJQB,JCAU,118078447,JPMorgan BetaBuilders China Aggregate Bond UCITS ETF USD Hedged (dist),2022-05-05,1020,2.7945205479452055,Long-only,Ireland,USD,True,False,Distributing,0.28,Full replication,11,False,70,-1.13,-1.79,-1.82,3.64,9.71,12.04,,,18.36,3.21,,,2.44,2.66,8.07,,,1.49,,,-12.56,-3.52,,
GB00B15KY658,A0KRK5,OD7R,,WisdomTree Sugar,2006-09-27,6719,18.40821917808219,Long-only,Jersey,USD,False,False,Accumulating,0.49,Swap based,11,False,,7.79,5.42,12.77,-1.58,21.35,-1.27,60.03,74.61,6.94,13.33,17.22,31.55,,,26.86,26.15,26.88,-0.05,0.65,0.44,-79.44,-21.52,-34.0,-38.9
IE00B60SX287,A0RGCR,SC0I,10128323,Invesco MSCI Japan UCITS ETF Acc,2009-04-02,5801,15.893150684931507,Long-only,Ireland,USD,False,False,Accumulating,0.12,Swap based Unfunded,11,False,,2.43,0.28,4.9,5.71,6.71,9.0,25.45,36.71,14.98,15.87,-11.71,9.92,,,24.41,20.3,20.05,0.37,0.39,0.32,-26.52,-17.56,-17.56,-25.58
LU2090062865,LYX040,EGV7,56649820,Amundi Euro Government Bond 5-7Y UCITS ETF Dist,2020-09-17,1615,4.424657534246576,Long-only,Luxembourg,EUR,False,True,Distributing,0.15,Full replication,11,False,55,0.37,-0.21,1.03,0.76,1.74,4.18,-3.62,,2.02,6.96,-14.46,-2.0,1.46,1.5,3.95,6.16,,1.06,-0.2,,-16.92,-2.72,-14.35,
DE000ETFL136,ETFL13,EL4M,,Deka iBoxx EUR Liquid Sovereign Diversified 3-5 UCITS ETF,2009-03-02,5832,15.978082191780821,Long-only,Germany,EUR,False,False,Distributing,0.15,Full replication,11,False,25,0.26,-0.32,0.61,0.61,1.71,3.91,-2.01,-4.88,2.19,5.48,-11.19,-1.4,2.14,2.18,2.63,4.49,3.72,1.48,-0.15,-0.27,-13.48,-1.73,-11.5,-13.36
IE000WQ16XQ4,DBX0UG,XZDE,129145471,Xtrackers MSCI Europe High Dividend Yield ESG UCITS ETF 1D,2023-09-13,524,1.4356164383561645,Long-only,Ireland,EUR,False,False,Distributing,0.25,Full replication,11,True,90,8.63,1.39,6.29,9.02,7.26,16.51,,,8.32,,,,3.17,3.57,9.58,,,1.72,,,-6.86,-6.86,,
IE00BFNNN459,A2PABP,COGO,43179650,WisdomTree AT1 CoCo Bond UCITS ETF GBP Hedged,2018-08-21,2373,6.501369863013698,Long-only,Ireland,GBP,True,False,Distributing,0.39,Sampling,11,False,150,2.01,0.36,3.3,3.68,8.64,16.66,7.98,10.11,16.3,6.05,-16.98,12.13,5.67,6.24,7.51,12.36,15.56,2.21,0.21,0.12,-39.37,-2.97,-26.58,-39.37
LU2810185665,DBX0V6,XB28,137789485,Xtrackers II Target Maturity Sept 2028 EUR Corporate Bond UCITS ETF 1D,2024-09-25,146,0.4,Long-only,Luxembourg,EUR,False,False,Distributing,0.12,Sampling,11,True,117,0.57,-0.08,0.83,0.91,,,,,,,,,,,,,,,,,-1.05,,,
IE00BFM6T814,A2JKT1,IBCB,41534137,iShares Emerging Asia Local Government Bond UCITS ETF USD (Acc),2018-05-31,2455,6.726027397260274,Long-only,Ireland,USD,False,False,Accumulating,0.5,Sampling,11,False,97,0.37,-0.91,-0.18,2.26,5.64,8.38,8.6,6.26,7.98,1.83,-2.77,3.69,,,5.82,6.86,6.8,1.44,0.41,0.18,-9.55,-2.78,-8.8,-9.55
GB00B15KY542,A0KRK4,OD7Q,,WisdomTree Soybeans,2006-09-27,6719,18.40821917808219,Long-only,Jersey,USD,False,False,Accumulating,0.49,Swap based,11,False,,2.43,-2.36,-0.93,5.35,13.38,-6.51,-4.2,62.78,-15.11,-3.17,34.6,16.13,,,18.72,21.19,21.3,-0.35,-0.07,0.48,-45.51,-22.66,-31.93,-31.93
GB00BNRRFW10,A3GVC0,CDOT,114436298,CoinShares Physical Staked Polkadot,2022-01-26,1119,3.0657534246575344,Long-only,Jersey,USD,False,False,Accumulating,0.0,Physically backed,11,False,,-29.08,-0.92,-35.14,1.51,22.22,-31.07,-67.11,,-9.95,100.95,,,,,107.79,86.2,,-0.29,-0.36,,-82.34,-72.42,-82.34,
IE000PY7F8J9,A3ENMA,RIZJ,129305603,Rize USA Environmental Impact UCITS ETF USD Acc,2023-08-17,551,1.5095890410958903,Long-only,Ireland,USD,False,False,Accumulating,0.45,Full replication,11,True,88,0.88,-1.91,-3.96,-1.07,6.71,2.67,,,1.33,,,,,,22.74,,,0.12,,,-19.23,-14.49,,
LU1324510525,A1437Y,UST1F,30529728,UBS ETF (LU) Bloomberg US 1-3 Year Treasury Bond UCITS ETF (hedged to EUR) A-dis,2016-01-29,3308,9.063013698630137,Long-only,Luxembourg,EUR,True,False,Distributing,0.1,Full replication,11,False,97,0.99,0.72,0.29,0.69,0.69,3.17,0.27,-1.45,1.83,1.93,-6.28,-1.21,5.91,5.76,5.5,7.77,6.49,0.57,0.01,-0.04,-11.54,-1.88,-6.66,-9.55
IE00049TNTV6,A40B8T,JEAA,134745866,JPMorgan EUR Aggregate Bond Active UCITS ETF EUR (acc),2025-01-21,28,0.07671232876712329,"Long-only, Active",Ireland,EUR,False,False,Accumulating,0.3,Full replication,11,True,,,-0.6,,,,,,,,,,,,,,,,,,,-0.7,,,
IE00BKSCBW67,A3CMCU,WSCR,110951057,UBS ETF (IE) MSCI World Small Cap Socially Responsible UCITS ETF (USD) A-dis,2021-08-19,1279,3.504109589041096,Long-only,Ireland,USD,False,False,Distributing,0.23,Full replication,11,True,720,2.79,-1.24,-0.1,1.8,9.47,13.71,20.23,,11.78,11.78,-12.98,,0.79,0.89,15.11,16.81,,0.9,0.38,,-20.42,-9.09,-15.84,
IE000TGSG3Y5,A3ETAP,GAUG,128988438,First Trust Vest U.S. Equity Moderate Buffer UCITS ETF - August Class A Accumulation,2023-08-31,537,1.4712328767123288,"Long-only, Active",Ireland,USD,False,False,Accumulating,0.85,Full replication,11,False,,1.96,-0.35,0.13,4.53,12.12,16.05,,,19.65,,,,,,7.83,,,2.04,,,-3.78,-3.78,,
IE000XL4IXU1,ETF222,XMGA,138494375,Amundi MSCI USA Ex Mega Cap UCITS ETF Acc,2024-11-12,98,0.2684931506849315,Long-only,Ireland,USD,False,False,Accumulating,0.15,Full replication,11,False,549,4.68,-1.23,0.21,3.33,,,,,,,,,,,,,,,,,-6.88,,,
IE00BG13YJ64,A2JDDD,IS0U,40149696,iShares Edge MSCI Europe Momentum Factor UCITS ETF EUR (Dist),2018-02-23,2552,6.991780821917808,Long-only,Ireland,EUR,False,True,Distributing,0.25,Optimized sampling,11,False,125,11.73,2.34,7.75,13.15,16.29,28.21,41.06,62.71,20.58,13.4,-15.21,21.89,2.42,3.01,12.9,14.16,17.71,2.18,0.86,0.58,-30.94,-9.8,-15.97,-30.94
IE0001VXZTV7,A3DJRD,V3ML,118053778,Vanguard ESG Emerging Markets All Cap UCITS ETF (USD) Distributing,2022-10-11,861,2.3589041095890413,Long-only,Ireland,USD,False,False,Distributing,0.24,Full replication,11,True,3610,3.28,0.32,3.45,5.06,12.55,20.04,,,18.89,4.76,,,2.06,2.42,12.84,,,1.56,,,-9.4,-9.4,,
DE000A2QP398,A2QP39,EXH0,117661459,iShares STOXX Europe 600 Technology UCITS ETF (DE) EUR (Acc),2022-04-06,1049,2.873972602739726,Long-only,Germany,EUR,False,False,Accumulating,0.39,Full replication,11,False,30,11.97,3.8,9.63,14.41,13.08,7.22,,,6.27,32.56,,,,,22.38,,,0.32,,,-21.21,-17.49,,
IE00BMDBMW94,A2QGU2,ESGX,57796569,Invesco MSCI Europe Ex UK Universal Screened UCITS ETF Acc,2021-03-10,1441,3.947945205479452,Long-only,Ireland,EUR,False,False,Accumulating,0.16,Full replication,11,True,310,9.92,2.3,6.26,10.75,9.23,14.8,30.93,,8.25,18.76,-13.92,,,,11.25,14.45,,1.31,0.65,,-23.71,-8.14,-17.07,
IE00BK63RN45,A2PPQS,MKUW,49252545,Invesco MSCI Kuwait UCITS ETF Acc,2019-10-24,1944,5.326027397260274,Long-only,Ireland,USD,False,False,Accumulating,0.5,Swap based Unfunded,11,False,,5.97,-0.56,5.05,7.46,12.43,12.49,13.58,40.44,16.46,-12.78,12.57,40.39,,,10.81,13.56,18.79,1.15,0.32,0.37,-37.77,-4.9,-26.7,-36.1
IE000PSF3A70,DBX0SL,XDGI,124296531,Xtrackers MSCI Global SDGs UCITS ETF 1C,2023-01-18,762,2.0876712328767124,Long-only,Ireland,USD,False,False,Accumulating,0.35,Full replication,11,True,227,3.38,0.17,2.76,3.63,5.36,6.21,,,-0.35,,,,,,12.25,,,0.51,,,-17.31,-6.63,,
IE00BZ0RTB90,A141GX,UKSRT,29985547,UBS ETF (IE) MSCI UK IMI Socially Responsible UCITS ETF (hedged to CHF) A-dis,2015-11-10,3388,9.282191780821918,Long-only,Ireland,CHF,True,False,Distributing,0.26,Full replication,11,True,151,6.21,0.95,8.38,6.42,7.72,16.87,19.41,24.42,4.44,9.6,-8.13,19.06,1.75,1.96,10.94,14.21,16.75,1.54,0.43,0.27,-30.98,-6.05,-15.75,-30.98
IE000JCGTOP1,A3DQKM,OP7H,120512292,Ossiam Bloomberg USA PAB UCITS ETF 1A (EUR Hedged),2022-06-30,964,2.6410958904109587,Long-only,Ireland,EUR,True,False,Accumulating,0.15,Full replication,11,True,408,4.17,1.99,4.35,2.3,12.1,19.26,,,19.01,22.45,,,,,14.16,,,1.36,,,-18.66,-8.2,,
LU1169830525,A14MG0,UC93,26688928,UBS ETF (LU) MSCI Switzerland 20/35 UCITS ETF (hedged to GBP) A-acc,2015-05-29,3553,9.734246575342466,Long-only,Luxembourg,GBP,True,True,Accumulating,0.23,Full replication,11,False,45,10.1,1.88,8.64,11.75,9.96,22.66,19.3,32.96,15.24,11.04,-20.55,31.66,,,12.28,14.07,17.28,1.84,0.43,0.34,-35.71,-8.82,-25.13,-35.71
FR0010655704,A0REJP,X13J,4525460,Amundi ETF MSCI France UCITS ETF,2008-09-23,5992,16.416438356164385,Long-only,France,EUR,False,False,Accumulating,0.25,Swap based Unfunded,11,False,,10.38,1.86,5.72,12.2,9.83,8.58,24.78,44.87,1.07,17.36,-7.61,28.77,,,13.1,16.21,19.98,0.65,0.47,0.38,-40.78,-11.92,-16.26,-38.65
IE000UU299V4,A3C55Q,HJAP,114465792,HSBC MSCI Japan Climate Paris Aligned UCITS ETF,2021-11-10,1196,3.276712328767123,Long-only,Ireland,USD,False,False,Accumulating,0.18,Full replication,11,True,54,2.54,-0.63,3.66,3.06,2.91,1.43,7.03,,3.84,11.87,-19.02,,,,21.85,19.23,,0.07,0.12,,-27.24,-15.22,-16.12,
IE000YSJPNV8,A40MLT,JEYE,137753365,JPMorgan EUR High Yield Bond Active UCITS ETF EUR (dist),2024-12-10,70,0.1917808219178082,"Long-only, Active",Ireland,EUR,False,False,Distributing,0.45,Full replication,11,True,168,1.62,0.5,1.71,,,,,,,,,,,,,,,,,,-0.9,,,
LU2446383338,A3DZEN,ASRX,120971343,BNP Paribas Easy EUR Corporate Bond SRI PAB 3-5Y UCITS ETF,2022-10-27,845,2.315068493150685,Long-only,Luxembourg,EUR,False,False,Accumulating,0.15,Full replication,11,True,457,0.8,0.0,1.07,1.25,3.18,6.48,,,4.75,7.08,,,,,2.47,,,2.61,,,-2.81,-1.33,,
IE00BYSX4846,A2DWQW,FYEM,38049494,Fidelity Emerging Markets Quality Income UCITS ETF,2017-10-30,2668,7.30958904109589,Long-only,Ireland,USD,False,False,Accumulating,0.5,Full replication,11,False,144,2.07,-0.5,0.68,4.96,5.9,11.91,4.04,20.33,12.4,12.42,-19.61,14.2,,,13.24,13.66,16.31,0.9,0.1,0.23,-34.33,-10.31,-24.25,-33.13
